"sip","sport","dip","dport","proto","first_timestamp","pl_fwd_count","pl_len_fwd_total","pl_bwd_count","pl_len_bwd_total","dd","dn","dns","ds","application","app","traffic_type"
"10.0.2.15",44512,"52.149.21.60",443,6,1678488074270943,21,21739,7,3589,"Unknown","Microsoft","Unknown","Unknown","Skype","Skype","Unknown"
"10.0.2.15",44506,"52.149.21.60",443,6,1678488074318244,0,0,1,483,"Unknown","Microsoft","Unknown","Unknown","Microsoft","Unknown","Unknown"
"10.0.2.15",41820,"23.213.188.163",443,6,1678488074629267,8,630,695,772719,"Unknown","Unknown","Unknown","Unknown","Skype","Skype","Unknown"
"10.0.2.15",48427,"20.202.24.72",3478,17,1678488075116926,8371,993121,8800,1147836,"Microsoft","Unknown","world.relay.skype.com/b-tr-skysc-ussc-01.southcentralus.cloudapp.azure.com","Unknown","Microsoft","Skype","Audio Chat"
"10.0.2.15",42208,"20.202.23.70",443,6,1678488075207905,13,1800,6,384,"Microsoft","Unknown","world.relay.skype.com/b-tr-skysc-uswe2-01.westus2.cloudapp.azure.com","Unknown","Microsoft","Whatsapp","Text Chat"
"10.0.2.15",42222,"20.202.23.70",443,6,1678488075207972,15,2852,14,6695,"Microsoft","Unknown","world.relay.skype.com/b-tr-skysc-uswe2-01.westus2.cloudapp.azure.com","Skype","Skype","Unknown","Unknown"
"10.0.2.15",34718,"138.91.230.148",443,6,1678488075390942,55,26395,43,21619,"Skype","Microsoft","api.flightproxy.skype.com/b-flightproxy-uswe-01-skype.cloudapp.net","Skype","Skype","Skype","Unknown"
"10.0.2.15",60256,"40.86.187.166",443,6,1678488076869104,21,3974,32,16740,"Unknown","Microsoft","Unknown","Unknown","Microsoft Teams","Microsoft Teams","Unknown"
"10.0.2.15",34748,"93.184.215.201",443,6,1678488083024844,4,255,7,6612,"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"10.0.2.15",48427,"192.0.0.1",52783,17,1678488083041365,10,1000,0,0,"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"10.0.2.15",41348,"20.202.124.165",50563,6,1678488083100804,1,102,0,0,"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"10.0.2.15",48427,"24.114.107.249",3385,17,1678488083111469,10,1000,0,0,"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"10.0.2.15",48427,"20.202.33.189",3480,17,1678488083231400,182,21226,2,204,"Unknown","Unknown","Unknown","Unknown","Skype","Skype","Audio Chat"
"10.0.2.15",43214,"52.149.21.60",443,6,1678488083302640,14,16872,6,4363,"Unknown","Microsoft","Unknown","Unknown","Skype","Skype","Unknown"
"10.0.2.15",36824,"51.105.71.136",443,6,1678488083646950,8,10481,2,852,"Unknown","Microsoft","Unknown","Unknown","Skype","Skype","Unknown"
"10.0.2.15",35286,"40.126.28.21",443,6,1678488084454305,0,0,0,0,"Unknown","Microsoft365","Unknown","Unknown","Microsoft365","Unknown","Unknown"
"10.0.2.15",43880,"13.107.237.36",443,6,1678488084454511,0,0,0,0,"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"10.0.2.15",43892,"13.107.237.36",443,6,1678488084454522,0,0,0,0,"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"10.0.2.15",59620,"40.126.28.21",443,6,1678488084714026,0,0,0,0,"Unknown","Microsoft365","Unknown","Unknown","Microsoft365","Unknown","Unknown"
"10.0.2.15",41872,"51.105.176.200",443,6,1678488085738746,0,0,1,24,"Unknown","Microsoft","Unknown","Unknown","Microsoft","Unknown","Unknown"
"10.0.2.15",59786,"13.68.20.25",443,6,1678488086501983,0,0,0,0,"Unknown","Microsoft","Unknown","Unknown","Microsoft","Unknown","Unknown"
"10.0.2.15",49670,"52.251.55.60",443,6,1678488086502036,0,0,0,0,"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"10.0.2.15",56762,"20.119.192.242",443,6,1678488086506111,0,0,0,0,"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"10.0.2.15",60486,"51.105.176.200",443,6,1678488086506140,0,0,1,24,"Unknown","Microsoft","Unknown","Unknown","Microsoft","Unknown","Unknown"
"10.0.2.15",60880,"20.185.212.106",443,6,1678488086506183,0,0,0,0,"Unknown","Microsoft","Unknown","Unknown","Microsoft","Unknown","Unknown"
"10.0.2.15",60508,"51.105.176.200",443,6,1678488086506220,0,0,1,24,"Unknown","Microsoft","Unknown","Unknown","Microsoft","Unknown","Unknown"
"10.0.2.15",44456,"23.73.196.103",443,6,1678488086506246,0,0,1,31,"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"10.0.2.15",60496,"51.105.176.200",443,6,1678488086506269,0,0,1,24,"Unknown","Microsoft","Unknown","Unknown","Microsoft","Unknown","Unknown"
"10.0.2.15",42742,"20.189.173.3",443,6,1678488086506292,0,0,0,0,"Unknown","Microsoft","Unknown","Unknown","Microsoft","Unknown","Unknown"
"10.0.2.15",53602,"72.21.81.200",443,6,1678488086570491,0,0,2,81,"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"10.0.2.15",33746,"20.1.182.201",443,6,1678488086586833,0,0,0,0,"Unknown","Microsoft","Unknown","Unknown","Microsoft","Unknown","Unknown"
"10.0.2.15",50924,"40.71.215.147",443,6,1678488086594585,0,0,0,0,"Unknown","Microsoft","Unknown","Unknown","Microsoft","Unknown","Unknown"
"10.0.2.15",50234,"172.217.13.138",443,6,1678488086606810,0,0,0,0,"Unknown","Google","Unknown","Unknown","Google","Unknown","Unknown"
"10.0.2.15",50248,"172.217.13.138",443,6,1678488086606915,0,0,0,0,"Unknown","Google","Unknown","Unknown","Google","Unknown","Unknown"
"10.0.2.15",53878,"51.105.71.136",443,6,1678488086706538,0,0,0,0,"Unknown","Microsoft","Unknown","Unknown","Microsoft","Unknown","Unknown"
"10.0.2.15",54738,"172.217.13.195",443,6,1678488086918292,12,6125,14,12043,"Google","Google","update.googleapis.com","Google","Google","Google","Unknown"
"10.0.2.15",36908,"34.104.35.123",80,6,1678488087066232,17,6021,14804,17284330,"Youtube","Youtube","edgedl.me.gvt1.com","Unknown","Youtube","Unknown","P2P"
"10.0.2.15",33600,"172.217.13.195",443,17,1678488088782296,87,26714,104,16749,"Google","Google","update.googleapis.com","Google","Google","Google","Text Chat"
"10.0.2.15",60242,"40.86.187.166",443,6,1678488089574973,0,0,0,0,"Unknown","Microsoft","Unknown","Unknown","Microsoft","Unknown","Unknown"
"10.0.2.15",60244,"40.86.187.166",443,6,1678488090602559,0,0,0,0,"Unknown","Microsoft","Unknown","Unknown","Microsoft","Unknown","Unknown"
"10.0.2.15",60912,"20.185.212.106",443,6,1678488090602623,0,0,0,0,"Unknown","Microsoft","Unknown","Unknown","Microsoft","Unknown","Unknown"
"10.0.2.15",60898,"20.185.212.106",443,6,1678488090602643,0,0,0,0,"Unknown","Microsoft","Unknown","Unknown","Microsoft","Unknown","Unknown"
"10.0.2.15",48692,"13.107.42.16",443,6,1678488090602662,0,0,0,0,"Unknown","Microsoft","Unknown","Unknown","Microsoft","Unknown","Unknown"
"10.0.2.15",41818,"23.213.188.163",443,6,1678488090859491,0,0,1,31,"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"10.0.2.15",60894,"20.185.212.106",443,6,1678488090983558,0,0,0,0,"Unknown","Microsoft","Unknown","Unknown","Microsoft","Unknown","Unknown"
"10.0.2.15",60890,"20.185.212.106",443,6,1678488091366172,0,0,0,0,"Unknown","Microsoft","Unknown","Unknown","Microsoft","Unknown","Unknown"
"10.0.2.15",43228,"52.149.21.60",443,6,1678488092297983,0,0,0,0,"Unknown","Microsoft","Unknown","Unknown","Microsoft","Unknown","Unknown"
"10.0.2.15",44504,"52.149.21.60",443,6,1678488092649980,0,0,0,0,"Unknown","Microsoft","Unknown","Unknown","Microsoft","Unknown","Unknown"
"10.0.2.15",44526,"52.149.21.60",443,6,1678488092650062,0,0,0,0,"Unknown","Microsoft","Unknown","Unknown","Microsoft","Unknown","Unknown"
"10.0.2.15",52922,"52.254.78.30",443,6,1678488092650109,0,0,0,0,"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"10.0.2.15",52910,"52.254.78.30",443,6,1678488092650152,0,0,0,0,"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"10.0.2.15",38954,"13.107.21.200",443,6,1678488093158769,0,0,0,0,"Unknown","Microsoft","Unknown","Unknown","Microsoft","Unknown","Unknown"
"10.0.2.15",50192,"172.217.13.202",443,6,1678488094695571,0,0,0,0,"Unknown","Google","Unknown","Unknown","Google","Unknown","Unknown"
"10.0.2.15",55530,"172.217.13.202",443,6,1678488094695866,0,0,0,0,"Unknown","Google","Unknown","Unknown","Google","Unknown","Unknown"
"10.0.2.15",58980,"52.113.194.133",443,6,1678488094695907,0,0,0,0,"Unknown","Microsoft","Unknown","Unknown","Microsoft","Unknown","Unknown"
"10.0.2.15",60840,"72.21.81.200",443,6,1678488094695935,0,0,1,81,"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"10.0.2.15",34740,"40.122.44.183",443,6,1678488094695959,0,0,0,0,"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"10.0.2.15",37864,"52.113.194.133",443,6,1678488094695979,0,0,0,0,"Unknown","Microsoft","Unknown","Unknown","Microsoft","Unknown","Unknown"
"10.0.2.15",33756,"20.1.182.201",443,6,1678488096998550,0,0,0,0,"Unknown","Microsoft","Unknown","Unknown","Microsoft","Unknown","Unknown"
"10.0.2.15",52906,"52.254.78.30",443,6,1678488098538701,0,0,0,0,"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"10.0.2.15",58798,"52.254.78.30",443,6,1678488098538795,0,0,0,0,"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"10.0.2.15",56842,"13.107.254.128",443,6,1678488099050041,0,0,0,0,"Unknown","Microsoft","Unknown","Unknown","Microsoft","Unknown","Unknown"
"10.0.2.15",60448,"20.119.192.242",443,6,1678488099146898,0,0,0,0,"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"10.0.2.15",38286,"184.30.42.167",443,6,1678488099559816,0,0,0,0,"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"10.0.2.15",58784,"184.30.42.171",443,6,1678488099559957,0,0,0,0,"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"10.0.2.15",58796,"184.30.42.171",443,6,1678488099560546,0,0,0,0,"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"10.0.2.15",38560,"52.251.55.60",443,6,1678488100070622,0,0,0,0,"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"10.0.2.15",58982,"52.113.194.133",443,6,1678488102359284,0,0,0,0,"Unknown","Microsoft","Unknown","Unknown","Microsoft","Unknown","Unknown"
"10.0.2.15",54002,"104.208.16.88",443,6,1678488102528061,17,13500,16,7417,"Microsoft","Microsoft","browser.pipe.aria.microsoft.com/onedscolprdcus08.centralus.cloudapp.azure.com","Microsoft","Microsoft","Unknown","Unknown"
"10.0.2.15",47620,"93.184.215.201",443,6,1678488104938054,0,0,1,81,"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"10.0.2.15",44362,"23.101.153.171",443,6,1678488111082086,0,0,0,0,"Unknown","Microsoft","Unknown","Unknown","Microsoft","Unknown","Unknown"
"10.0.2.15",33092,"172.217.13.173",443,6,1678488117226858,0,0,0,0,"Unknown","Google","Unknown","Unknown","Google","Unknown","Unknown"
"10.0.2.15",37194,"34.122.121.32",80,6,1678488180916297,1,87,0,0,"Ubuntu","Google","connectivity-check.ubuntu.com","Unknown","Ubuntu","Unknown","Unknown"
"10.0.2.15",36410,"35.232.111.17",80,6,1678488200804598,1,87,1,148,"Ubuntu","Google","connectivity-check.ubuntu.com","Unknown","Ubuntu","Unknown","Unknown"
"192.168.0.25",55694,"31.13.80.12",443,17,1680577851262813,303,27798,1421,1736624,"Unknown","Meta","Unknown","Unknown","Facebook Messenger","Facebook Messenger","File Transfer"
"192.168.0.25",35248,"31.13.80.8",443,17,1680577851274425,251,149833,266,137952,"Meta","Meta","star.c10r.facebook.com","Unknown","Meta","Facebook Messenger","Video Chat"
"192.168.0.25",35260,"31.13.80.6",443,6,1680577851464355,32,13336,25,725,"Unknown","Meta","Unknown","Unknown","Facebook Messenger","Facebook Messenger","Text Chat"
"192.168.0.25",33930,"31.13.80.6",443,6,1680577852592067,92,69574,53,2238,"Unknown","Meta","Unknown","Unknown","Facebook Messenger","Facebook Messenger","Text Chat"
"192.168.0.25",49027,"31.13.80.12",443,17,1680577852626214,4,225,20,20000,"Unknown","Meta","Unknown","Unknown","Instagram","Instagram","Unknown"
"192.168.0.25",41792,"31.13.80.8",443,6,1680577852662822,52,5521,145,9748,"Meta","Meta","star.c10r.facebook.com","Unknown","Meta","Facebook Messenger","Text Chat"
"192.168.0.25",49380,"31.13.80.55",40003,17,1680577852674675,26,1244,26,1304,"Unknown","Meta","Unknown","Unknown","Meta","Meta","Unknown"
"192.168.0.25",49304,"31.13.80.55",40003,17,1680577852674850,4,320,4,276,"Unknown","Meta","Unknown","Unknown","Meta","Meta","Unknown"
"192.168.0.25",49380,"31.13.80.3",3478,17,1680577852727079,19,380,19,836,"Meta","Meta","stun.fbsbx.com/stun.c10r.facebook.com","Unknown","Meta","Unknown","Unknown"
"192.168.0.25",44522,"31.13.80.55",3479,6,1680577852748810,7,864,7,468,"Unknown","Meta","Unknown","Unknown","Facebook Messenger","Facebook Messenger","Unknown"
"192.168.0.25",34708,"31.13.80.55",8080,6,1680577852748961,7,864,7,468,"Unknown","Meta","Unknown","Unknown","Meta","Meta","Unknown"
"192.168.0.25",44538,"31.13.80.55",3479,6,1680577852749128,3,300,3,232,"Unknown","Meta","Unknown","Unknown","Meta","Unknown","Unknown"
"192.168.0.25",34720,"31.13.80.55",8080,6,1680577852749278,3,300,3,232,"Unknown","Meta","Unknown","Unknown","Meta","Meta","Unknown"
"192.168.0.25",49243,"72.136.192.18",443,17,1680577852749664,11,1425,15,8496,"Unknown","Unknown","Unknown","Unknown","Meta","Meta","Unknown"
"192.168.0.25",60726,"31.13.80.8",443,6,1680577853247321,14,518,15,441,"Meta","Meta","star.c10r.facebook.com","Unknown","Meta","Instagram","Unknown"
"192.168.0.25",60700,"31.13.80.8",443,6,1680577855979932,13,416,14,419,"Meta","Meta","star.c10r.facebook.com","Unknown","Meta","Instagram","Unknown"
"192.168.0.25",60716,"31.13.80.8",443,6,1680577856067557,13,416,13,364,"Meta","Meta","star.c10r.facebook.com","Unknown","Meta","Instagram","Unknown"
"192.168.0.25",49380,"192.168.0.14",44043,17,1680577856810922,10574,867951,10158,731477,"Unknown","Unknown","Unknown","Unknown","Facebook Messenger","Facebook Messenger","Audio Chat"
"192.168.0.25",57866,"185.125.190.49",80,6,1680577859974259,1,87,1,147,"Ubuntu","Unknown","connectivity-check.ubuntu.com","Unknown","Ubuntu","Unknown","Unknown"
"192.168.0.25",42905,"143.244.61.217",80,6,1680577860560324,0,0,0,0,"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"192.168.0.25",58244,"185.125.188.54",443,6,1680577862858831,14,14159,56,73700,"Ubuntu","Unknown","api.snapcraft.io","Ubuntu","Ubuntu","Unknown","Unknown"
"192.168.0.25",51288,"31.13.71.36",443,6,1680577873431173,0,0,1,39,"Unknown","Meta","Unknown","Unknown","Meta","Unknown","Unknown"
"192.168.0.25",46292,"31.13.80.8",443,6,1680577873431192,0,0,1,39,"Meta","Meta","star.c10r.facebook.com","Unknown","Meta","Unknown","Unknown"
"192.168.0.25",60346,"31.13.80.12",443,6,1680577873431207,0,0,1,39,"Unknown","Meta","Unknown","Unknown","Meta","Unknown","Unknown"
"192.168.0.25",44802,"142.251.33.173",443,6,1680577873431216,0,0,0,0,"Unknown","Google","Unknown","Unknown","Google","Unknown","Unknown"
"192.168.0.25",39728,"142.251.41.46",443,6,1680577877527221,0,0,0,0,"Unknown","Google","Unknown","Unknown","Google","Unknown","Unknown"
"192.168.0.25",53782,"142.251.32.67",443,6,1680577886274379,12,6120,15,11488,"Unknown","Google","Unknown","Google","Google","Google","Unknown"
"192.168.0.25",34950,"34.104.35.123",80,6,1680577886478058,16,5617,8267,11951791,"Youtube","Youtube","edgedl.me.gvt1.com","Unknown","Youtube","Youtube","Streaming"
"192.168.0.25",42287,"142.251.32.67",443,17,1680577887428157,83,25148,99,16372,"Unknown","Google","Unknown","Google","Google","Google","Text Chat"
"192.168.0.25",57508,"142.251.33.170",443,6,1680577887511238,0,0,0,0,"Unknown","Google","Unknown","Unknown","Google","Unknown","Unknown"
"192.168.0.25",33874,"72.136.192.18",443,6,1680577887767184,0,0,1,39,"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"192.168.0.25",33678,"209.148.160.17",443,6,1680577887767224,0,0,1,39,"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"192.168.0.25",52452,"31.13.80.12",443,6,1680577887767232,0,0,1,39,"Unknown","Meta","Unknown","Unknown","Meta","Unknown","Unknown"
"192.168.0.25",52196,"31.13.80.8",443,17,1680577911338453,39,15424,39,7561,"Meta","Meta","star.c10r.facebook.com","Facebook Messenger","Facebook Messenger","Facebook Messenger","Text Chat"
"192.168.0.25",37440,"31.13.80.8",443,17,1680577972647662,10,4559,13,5449,"Meta","Meta","star.c10r.facebook.com","Facebook Messenger","Facebook Messenger","Facebook Messenger","Text Chat"
"192.168.0.25",51974,"31.13.80.8",443,17,1680578032609529,10,4560,13,5449,"Meta","Meta","star.c10r.facebook.com","Facebook Messenger","Facebook Messenger","Facebook Messenger","Text Chat"
"10.0.0.69",8333,"15.228.87.123",40510,6,1639414024657202,510,48696,954,244747,"Unknown","Amazon","Unknown","Unknown","Amazon","Unknown","Mining"
"10.0.0.69",8333,"209.222.252.39",34405,6,1639414024657882,275,110074,13,184,"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Mining"
"10.0.0.69",8333,"113.100.79.159",15978,6,1639414024666534,58222,84571490,1062,526447,"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","File Transfer"
"10.0.0.69",8333,"82.157.64.249",59779,6,1639414024667372,8867,4539904,88,30705,"Unknown","Unknown","Unknown","Unknown","Amazon","Amazon","Mining"
"10.0.0.69",8333,"13.233.135.196",52026,6,1639414024696422,513,50455,926,285906,"Unknown","Amazon","Unknown","Unknown","Amazon","Unknown","Mining"
"10.0.0.69",8333,"54.67.79.88",43326,6,1639414024829744,593,54960,1063,265226,"Unknown","Amazon","Unknown","Unknown","Amazon","Unknown","Mining"
"10.0.0.69",8333,"18.141.168.104",50532,6,1639414024831726,527,40695,946,185467,"Unknown","Amazon","Unknown","Unknown","Amazon","Unknown","Mining"
"10.0.0.69",64893,"121.89.194.147",8333,6,1639414024851681,886,163038,244,25453,"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Mining"
"10.0.0.69",8333,"18.193.128.214",43526,6,1639414024909397,657,50554,1232,303817,"Unknown","Amazon","Unknown","Unknown","Amazon","Unknown","Mining"
"10.0.0.69",64816,"162.221.89.50",8333,6,1639414024910404,618,111323,183,21111,"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Mining"
"10.0.0.69",8333,"185.181.4.43",49758,6,1639414025011647,1970,597193,574,108783,"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Mining"
"10.0.0.69",8333,"46.250.74.145",29829,6,1639414025088406,1230,19969,605,19616,"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Mining"
"10.0.0.69",64818,"104.248.30.202",8333,6,1639414025111486,911,147671,541,96307,"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Mining"
"10.0.0.69",8333,"194.135.33.152",51484,6,1639414025114568,1899,533147,288,78158,"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Mining"
"10.0.0.69",8333,"108.83.183.192",60474,6,1639414025124531,1309,294694,532,70769,"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Mining"
"10.0.0.69",8333,"94.141.170.229",59107,6,1639414025164454,1810,489737,525,79691,"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Mining"
"10.0.0.69",8333,"178.155.6.47",38923,6,1639414025221624,1686,449936,502,73612,"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Mining"
"10.0.0.69",8333,"106.69.240.124",35453,6,1639414025368467,2253,545646,533,92367,"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Mining"
"10.0.0.69",8333,"13.230.73.49",51008,6,1639414025428627,514,53111,827,190191,"Unknown","Amazon","Unknown","Unknown","Amazon","Unknown","Mining"
"10.0.0.69",8333,"176.126.253.190",34103,6,1639414025458393,2221,547131,307,88563,"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Mining"
"10.0.0.69",8333,"88.135.62.98",55786,6,1639414025527418,1945,464928,508,106740,"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Mining"
"10.0.0.69",64835,"161.97.87.117",8333,6,1639414025529160,617,107283,264,33420,"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Mining"
"10.0.0.69",8333,"185.170.114.25",44407,6,1639414025588387,2112,595854,364,82379,"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Mining"
"10.0.0.69",64801,"136.55.13.9",8333,6,1639414025849394,572,104093,183,54375,"Unknown","Google","Unknown","Unknown","Google","Unknown","Mining"
"10.0.0.69",8333,"45.249.77.51",56261,6,1639414025952735,2051,506149,560,83327,"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Mining"
"10.0.0.69",8333,"88.149.195.143",57852,6,1639414025997616,1812,469552,590,101010,"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Mining"
"10.0.0.69",8333,"203.135.157.73",43098,6,1639414026111714,691,118511,621,92510,"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Mining"
"10.0.0.69",8333,"34.245.175.164",53124,6,1639414026143704,627,47829,1330,444578,"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Mining"
"10.0.0.69",8333,"34.197.27.79",42680,6,1639414026384723,1058,205499,655,132826,"Unknown","Amazon","Unknown","Unknown","Amazon","Unknown","Mining"
"10.0.0.69",8333,"3.8.20.59",56144,6,1639414026852718,625,52404,1185,275287,"Unknown","Amazon","Unknown","Unknown","Amazon","Unknown","Mining"
"10.0.0.69",8333,"168.182.216.6",61880,6,1639414026854157,1365,338863,527,73512,"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Mining"
"10.0.0.69",8333,"92.195.112.133",36588,6,1639414027058517,2270,577612,515,83478,"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Mining"
"10.0.0.69",8333,"195.88.121.112",26764,6,1639414027120903,1452,356527,538,75755,"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Mining"
"10.0.0.69",8333,"54.193.21.65",44798,6,1639414027243946,129,29459,39,8018,"Unknown","Amazon","Unknown","Unknown","Amazon","Unknown","Mining"
"10.0.0.69",8333,"64.227.3.73",40904,6,1639414027323282,321,111647,5,160,"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Mining"
"10.0.0.69",8333,"167.172.96.96",49680,6,1639414027323629,261,110770,5,160,"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Mining"
"10.0.0.69",8333,"129.13.189.200",60500,6,1639414027323966,273,111562,10,320,"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Mining"
"10.0.0.69",8333,"194.180.110.11",48669,6,1639414027324265,273,109611,19,1129,"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Mining"
"10.0.0.69",8333,"195.37.209.62",15609,6,1639414027324574,421,110523,10,320,"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"10.0.0.69",8333,"129.13.189.202",34514,6,1639414027324880,332,111712,10,320,"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Mining"
"10.0.0.69",8333,"3.145.3.253",24647,6,1639414027325179,344,113024,29,1774,"Unknown","Amazon","Unknown","Unknown","Amazon","Unknown","Mining"
"10.0.0.69",8333,"188.166.69.73",50515,6,1639414027325539,270,109654,13,1318,"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Mining"
"10.0.0.69",8333,"88.99.167.186",9809,6,1639414027325958,263,109504,7,224,"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Mining"
"10.0.0.69",8333,"170.52.119.16",46011,6,1639414027326915,1823,418285,562,80141,"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Mining"
"10.0.0.69",8333,"54.196.252.59",37716,6,1639414027328946,2796,3632352,839,339272,"Unknown","Amazon","Unknown","Unknown","Amazon","Unknown","Mining"
"10.0.0.69",8333,"45.61.185.125",44681,6,1639414027329791,2640,602548,364,85046,"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Mining"
"10.0.0.69",8333,"213.127.87.18",42749,6,1639414027331741,2017,534089,552,78742,"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Mining"
"10.0.0.69",8333,"109.110.250.139",30711,6,1639414027332708,1824,478360,535,81148,"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Mining"
"10.0.0.69",8333,"104.244.73.8",33084,6,1639414027334203,2763,808424,312,88771,"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Mining"
"10.0.0.69",8333,"73.173.182.222",58186,6,1639414027338768,1630,379196,582,90110,"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Mining"
"10.0.0.69",8333,"94.237.44.67",60095,6,1639414027340133,37,14600,4,264,"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Mining"
"10.0.0.69",8333,"209.222.252.19",36021,6,1639414027340918,286,110846,13,232,"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Mining"
"10.0.0.69",8333,"162.218.65.61",19248,6,1639414027342432,285,111243,10,160,"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Mining"
"10.0.0.69",8333,"194.158.216.45",23539,6,1639414027342832,182,81466,31,19275,"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Mining"
"10.0.0.69",8333,"185.220.101.130",7462,6,1639414027343693,1849,456273,479,92277,"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Mining"
"10.0.0.69",8333,"91.198.115.10",46643,6,1639414027344092,148,60319,6,96,"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Mining"
"10.0.0.69",8333,"185.149.207.2",60444,6,1639414027344519,330,136279,196,52743,"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Mining"
"10.0.0.69",8333,"35.247.228.106",46420,6,1639414027345782,382,96166,152,40687,"Unknown","Google","Unknown","Unknown","Google","Unknown","Mining"
"10.0.0.69",8333,"18.134.242.0",41024,6,1639414027346161,55,12764,24,6940,"Unknown","Amazon","Unknown","Unknown","Amazon","Unknown","Mining"
"10.0.0.69",64791,"174.138.35.229",8333,6,1639414028119789,697,129794,184,15928,"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Mining"
"10.0.0.69",64877,"86.87.91.133",8333,6,1639414032633663,804,147581,206,17700,"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Mining"
"10.0.0.69",8333,"37.59.44.143",47940,6,1639414034746327,10,476,2,154,"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Mining"
