"sip","sport","dip","dport","proto","first_timestamp","pl_fwd_count","pl_len_fwd_total","pl_bwd_count","pl_len_bwd_total","dd","dn","dns","ds","application","app","traffic_type"
"10.0.0.69",8333,"34.87.168.12",56276,6,1639425249509220,156,35088,50,15931,"Unknown","Google","Unknown","Unknown","Google","Unknown","Mining"
"10.0.0.69",8333,"185.220.101.30",21120,6,1639425249817268,16,1412,3,174,"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Mining"
"10.0.0.69",8333,"3.145.3.253",40687,6,1639425261728450,16,559,4,231,"Unknown","Amazon","Unknown","Unknown","Amazon","Unknown","Mining"
"10.0.0.69",8333,"192.3.11.20",41006,6,1639425276476070,11,508,2,155,"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Mining"
"10.0.0.69",8333,"94.230.208.147",36264,6,1639425291512774,0,0,0,0,"Unknown","Threema","Unknown","Unknown","Threema","Unknown","Mining"
"10.0.0.69",8333,"97.91.236.227",64277,6,1639425298478143,47,34327,19,2014,"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Mining"
"10.0.0.69",8333,"195.37.209.62",28324,6,1639425301113644,0,0,0,0,"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Mining"
"10.0.0.69",8333,"23.154.177.6",37395,6,1639425301472853,0,0,0,0,"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Mining"
"10.0.0.69",8333,"194.180.110.11",53779,6,1639425311349275,17,678,4,231,"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Mining"
"10.0.0.69",8333,"3.137.213.173",57279,6,1639425332750405,0,0,0,0,"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Mining"
"10.0.0.69",8333,"168.119.51.177",33920,6,1639425338635374,76,10841,31,8652,"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Mining"
"10.0.0.69",8333,"3.145.3.253",7937,6,1639425391601872,14,359,5,263,"Unknown","Amazon","Unknown","Unknown","Amazon","Unknown","Mining"
"10.0.0.69",8333,"88.99.167.175",28917,6,1639425395955740,36,30386,4,231,"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Mining"
"10.0.0.69",8333,"52.80.165.184",57153,6,1639425404969099,14,359,4,231,"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Mining"
"10.0.0.69",8333,"140.250.98.217",7619,6,1639425405995666,61,43330,4,174,"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Mining"
"10.0.0.69",8333,"195.37.209.62",59901,6,1639425421410644,0,0,0,0,"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Mining"
"10.0.0.69",8333,"188.166.69.73",45567,6,1639425421688523,36,30386,4,213,"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Mining"
"10.0.0.69",8333,"182.145.98.84",63107,6,1639425439106751,3,150,2,126,"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Mining"
"10.0.0.69",8333,"217.63.242.40",47146,6,1639425443804429,61,40573,30,7806,"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Mining"
"10.0.0.69",8333,"185.220.101.145",28588,6,1639425468866024,0,0,0,0,"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Mining"
"10.0.0.69",8333,"185.220.100.255",33072,6,1639425476469441,0,0,0,0,"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Mining"
"10.0.0.69",8333,"185.100.87.250",6625,6,1639425486717463,16,1412,2,174,"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Mining"
"10.0.0.69",8333,"94.237.44.67",10099,6,1639425497262365,36,30386,4,239,"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Mining"
"10.0.0.69",8333,"188.227.58.46",42558,6,1639425502608118,20,841,7,851,"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Mining"
"10.0.0.69",8333,"146.185.139.235",52172,6,1639425519034215,24,1540,8,342,"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Mining"
"10.0.0.69",8333,"193.196.36.235",55666,6,1639425520801679,8,421,2,155,"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Mining"
"10.0.0.69",8333,"195.37.209.62",42467,6,1639425541698459,0,0,0,0,"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Mining"
"10.0.0.69",8333,"209.222.252.42",16942,6,1639425551409106,17,1514,8,572,"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Mining"
"10.0.0.69",8333,"192.145.170.161",43718,6,1639425553236522,19,760,13,7322,"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Mining"
"10.0.0.69",8333,"113.89.151.253",10095,6,1639425561787091,0,0,0,0,"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Mining"
"10.0.0.69",8333,"194.180.110.11",39893,6,1639425562112083,17,678,4,231,"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Mining"
"10.0.0.69",8333,"46.101.246.115",41804,6,1639425572065018,14,1964,2,148,"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Mining"
"10.0.0.69",8333,"91.198.115.10",1089,6,1639425577417979,3,150,2,147,"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Mining"
"10.0.0.69",8333,"91.198.115.10",43621,6,1639425577456354,289,129532,14,335,"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Mining"
"10.0.0.69",8333,"89.234.157.254",38919,6,1639425601408563,3,150,1,126,"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Mining"
"10.0.0.69",8333,"46.101.246.115",42124,6,1639425601758374,5,342,2,148,"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Mining"
"10.0.0.69",8333,"167.114.153.167",27810,6,1639425602888705,42,4402,7,310,"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Mining"
"10.0.0.69",8333,"89.37.95.184",58341,6,1639425612493380,16,568,2,145,"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Mining"
"10.0.0.69",8333,"178.162.194.30",55292,6,1639425617085225,17,645,3,394,"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Mining"
"10.0.0.69",8333,"37.59.44.143",55006,6,1639425623977495,8,421,2,154,"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Mining"
"10.0.0.69",8333,"82.157.64.249",53014,6,1639425634879987,32,6328,19,2014,"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Mining"
"10.0.0.69",8333,"176.59.44.93",35612,6,1639425638298035,160,160878,11,1329,"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Mining"
"10.0.0.69",8333,"77.120.122.114",51259,6,1639425652737600,14,359,2,150,"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Mining"
"10.0.0.69",8333,"195.37.209.62",25803,6,1639425660992245,0,0,0,0,"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Mining"
"10.0.0.69",8333,"97.114.2.79",55064,6,1639425661276220,66,1284,34,4654,"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Mining"
"10.0.0.69",8333,"188.166.69.73",61981,6,1639425670695967,14,359,4,213,"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Mining"
"10.0.0.69",8333,"84.177.137.202",38899,6,1639425677140489,403,144390,82,30625,"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Mining"
"10.0.0.69",8333,"197.210.78.84",33014,6,1639425679897670,42,948,9,4307,"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Mining"
"10.0.0.69",8333,"47.204.229.159",41104,6,1639425689151472,85,1720,48,5166,"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Mining"
"10.0.0.69",8333,"3.145.3.253",7593,6,1639425701010661,17,678,5,231,"Unknown","Amazon","Unknown","Unknown","Amazon","Unknown","Mining"
"10.0.0.69",8333,"84.52.181.118",36156,6,1639425705177277,16,1412,4,174,"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Mining"
"10.0.0.69",8333,"34.97.246.8",54906,6,1639425707410746,111,18275,57,28476,"Unknown","Google","Unknown","Unknown","Google","Unknown","Mining"
"10.0.0.69",8333,"126.140.171.221",35268,6,1639425718965719,18,586,5,1080,"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Mining"
"10.0.0.69",8333,"77.27.96.167",34904,6,1639425730314811,154,2860,70,4322,"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Mining"
"10.0.0.69",8333,"52.80.165.184",52393,6,1639425740751751,14,359,4,231,"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Mining"
"10.0.0.69",8333,"72.209.166.25",52022,6,1639425773006811,28,610,19,7464,"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Mining"
"10.0.0.69",8333,"195.37.209.62",35880,6,1639425781280329,0,0,0,0,"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Mining"
"10.0.0.69",8333,"94.237.44.67",57203,6,1639425785191869,14,359,4,239,"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Mining"
"10.0.0.69",8333,"197.210.227.3",37366,6,1639425788055380,218,4011,97,6989,"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Mining"
"10.0.0.69",8333,"80.194.62.218",53446,6,1639425810949606,10,476,2,154,"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Mining"
"10.0.0.69",8333,"103.99.170.212",50888,6,1639425817422720,444,612344,5,352,"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Mining"
"10.0.0.69",8333,"172.58.27.15",25778,6,1639425835811132,187,3327,93,9805,"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Mining"
"10.0.0.69",8333,"88.99.167.175",64305,6,1639425840211976,36,30386,4,231,"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Mining"
"10.0.0.69",8333,"91.198.115.26",64467,6,1639425852903205,19,1484,8,548,"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Mining"
"10.0.0.69",8333,"146.185.139.235",38048,6,1639425861672777,25,2834,8,342,"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Mining"
"10.0.0.69",8333,"194.180.110.11",56769,6,1639425862171833,17,678,4,231,"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Mining"
"10.0.0.69",8333,"125.70.22.30",4928,6,1639425872903874,23,1850,15,1463,"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Mining"
"10.0.0.69",8333,"3.145.3.253",42907,6,1639425888788741,17,630,4,231,"Unknown","Amazon","Unknown","Unknown","Amazon","Unknown","Mining"
"10.0.0.69",8333,"195.37.209.62",15760,6,1639425901573815,0,0,0,0,"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Mining"
"10.0.0.69",8333,"89.34.27.203",33826,6,1639425927844830,0,0,0,0,"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Mining"
"10.0.0.69",8333,"199.119.235.213",29777,6,1639425928429092,0,0,0,0,"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Mining"
"10.0.0.69",8333,"188.242.52.59",54585,6,1639425932867558,168,79256,4,174,"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Mining"
"10.0.0.69",8333,"104.244.77.80",45849,6,1639425937998657,23,4204,5,1463,"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Mining"
"10.0.0.69",8333,"94.237.44.67",40931,6,1639425938235204,14,359,4,239,"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Mining"
"10.0.0.69",8333,"91.198.115.38",55269,6,1639425949412789,19,3781,8,257,"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Mining"
"10.0.0.69",8333,"217.211.197.115",36778,6,1639425968927381,24,1660,12,1463,"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Mining"
"10.0.0.69",8333,"188.166.69.73",32643,6,1639425969734516,36,30386,4,213,"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Mining"
"10.0.0.69",8333,"52.80.165.184",41925,6,1639425996045329,14,359,4,231,"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Mining"
"10.0.0.69",8333,"107.192.141.227",56904,6,1639425998216721,16,1412,4,174,"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Mining"
"10.0.0.69",8333,"199.119.235.213",16528,6,1639426003542627,54,37373,4,924,"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Mining"
"10.0.0.69",8333,"195.37.209.62",56283,6,1639426020857776,0,0,0,0,"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Mining"
"10.0.0.69",8333,"173.212.193.11",47346,6,1639426054834341,8,421,2,154,"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Mining"
"10.0.0.69",8333,"144.217.240.89",54112,6,1639426060451058,10,476,2,155,"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Mining"
"10.0.0.69",8333,"13.125.43.217",7007,6,1639426068323546,13,499,6,219,"Unknown","Amazon","Unknown","Unknown","Amazon","Unknown","Mining"
"10.0.0.69",8333,"102.36.150.129",41572,6,1639426083626424,297,5671,155,8627,"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Mining"
"10.0.0.69",8333,"185.220.100.243",4050,6,1639426090240522,0,0,0,0,"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Mining"
"10.0.0.69",8333,"185.220.101.164",9730,6,1639426100453319,19,3798,2,174,"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Mining"
"10.0.0.69",8333,"3.145.3.253",6617,6,1639426132454170,17,654,4,231,"Unknown","Amazon","Unknown","Unknown","Amazon","Unknown","Mining"
"10.0.0.69",8333,"66.42.91.236",54566,6,1639426136057811,8,421,2,155,"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Mining"
"10.0.0.69",8333,"195.37.209.62",52647,6,1639426141147859,0,0,0,0,"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Mining"
"10.0.0.69",8333,"3.98.240.70",54460,6,1639426144600439,10,476,2,155,"Unknown","Amazon","Unknown","Unknown","Amazon","Unknown","Mining"
"10.0.0.69",8333,"158.64.39.130",63878,6,1639426150174375,0,0,0,0,"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Mining"
"10.0.0.69",8333,"62.234.24.132",51056,6,1639426155898732,8,421,2,155,"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Mining"
"10.0.0.69",8333,"94.237.44.67",23235,6,1639426159159200,36,30386,4,239,"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Mining"
"10.0.0.69",8333,"5.2.73.169",40624,6,1639426163917979,23,4236,5,1463,"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Mining"
"10.0.0.69",8333,"52.80.165.184",37473,6,1639426175139939,14,359,4,231,"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Mining"
"10.0.0.69",8333,"199.111.113.154",11065,6,1639426178616645,23,2723,4,174,"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Mining"
"10.0.0.69",8333,"91.198.115.10",58962,6,1639426187559507,3,150,2,147,"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Mining"
"10.0.0.69",8333,"91.198.115.10",35274,6,1639426187596466,272,136624,14,334,"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Mining"
"10.0.0.69",8333,"213.21.13.132",36982,6,1639426187916371,55,1195,32,8011,"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Mining"
"10.0.0.69",8333,"188.166.69.73",34747,6,1639426190090795,37,31834,4,213,"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Mining"
"10.0.0.69",8333,"194.180.110.11",35401,6,1639426192969734,37,30386,4,231,"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Mining"
"10.0.0.69",8333,"146.185.139.235",49476,6,1639426197467991,40,31471,5,246,"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Mining"
"10.0.0.69",8333,"78.244.132.5",42520,6,1639426197474007,10,476,2,155,"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Mining"
"10.0.0.69",8333,"88.99.167.175",61525,6,1639426205624536,36,30386,4,231,"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Mining"
"10.0.0.69",8333,"49.12.108.68",41522,6,1639426221146483,11,507,2,155,"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Mining"
"10.0.0.69",8333,"136.144.237.250",44834,6,1639426228370803,10,476,2,155,"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Mining"
"10.0.0.69",8333,"195.37.209.62",21199,6,1639426261405797,0,0,0,0,"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Mining"
"10.0.0.69",8333,"185.220.101.1",3522,6,1639426262792019,0,0,0,0,"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Mining"
"10.0.0.69",8333,"81.6.43.167",44511,6,1639426272136714,0,0,0,0,"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Mining"
"10.0.0.69",8333,"64.227.124.16",36486,6,1639426279990607,10,476,2,155,"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Mining"
"10.0.0.69",8333,"84.67.118.60",55740,6,1639426282560805,23,4227,16,1463,"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Mining"
"10.0.0.69",8333,"52.80.165.184",58771,6,1639426300269834,17,678,4,231,"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Mining"
"10.0.0.69",8333,"143.110.228.219",53928,6,1639426301620028,134,28077,54,22482,"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Mining"
"10.0.0.69",8333,"46.101.246.115",57429,6,1639426314472434,11,1482,2,148,"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Mining"
"10.0.0.69",8333,"192.3.11.20",39730,6,1639426321571682,10,771,2,155,"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Mining"
"10.0.0.69",8333,"162.218.65.61",13542,6,1639426323995180,98,33919,7,213,"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Mining"
"10.0.0.69",8333,"209.222.252.19",22589,6,1639426324003314,90,29487,7,214,"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Mining"
"10.0.0.69",8333,"209.222.252.39",27544,6,1639426324004049,91,31470,7,214,"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Mining"
"10.0.0.69",8333,"98.47.210.88",56493,6,1639426328800025,37,20114,23,2391,"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Mining"
"10.0.0.69",8333,"185.220.100.248",20852,6,1639426366421018,0,0,0,0,"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Mining"
"10.0.0.69",8333,"3.145.3.253",18227,6,1639426373092123,17,678,4,231,"Unknown","Amazon","Unknown","Unknown","Amazon","Unknown","Mining"
"10.0.0.69",8333,"13.125.43.217",18796,6,1639426376244689,15,968,6,219,"Unknown","Amazon","Unknown","Unknown","Amazon","Unknown","Mining"
"10.0.0.69",8333,"3.137.213.173",57334,6,1639426377946041,3,150,2,126,"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Mining"
"10.0.0.69",8333,"209.107.216.185",45727,6,1639426378413084,30,18504,13,8986,"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Mining"
"10.0.0.69",8333,"194.180.110.11",45249,6,1639426379612300,39,30705,4,231,"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Mining"
"10.0.0.69",8333,"195.37.209.62",58473,6,1639426381630293,0,0,0,0,"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Mining"
"10.0.0.69",8333,"94.237.44.67",46055,6,1639426385628892,14,359,4,239,"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Mining"
"10.0.0.69",8333,"188.166.69.73",44191,6,1639426391808647,36,30386,4,213,"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Mining"
"10.0.0.69",8333,"112.245.218.21",9955,6,1639426425296311,22,2917,16,1463,"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Mining"
"10.0.0.69",8333,"93.193.190.204",62845,6,1639426450772315,19,664,9,1207,"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Mining"
"10.0.0.69",8333,"195.37.209.62",62345,6,1639426500860427,0,0,0,0,"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Mining"
"10.0.0.69",8333,"194.180.110.11",60513,6,1639426519151647,17,630,4,231,"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Mining"
"10.0.0.69",8333,"146.185.139.235",34674,6,1639426537330426,24,1540,8,342,"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Mining"
"10.0.0.69",8333,"162.218.65.61",53036,6,1639426538543363,219,72530,11,277,"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Mining"
"10.0.0.69",8333,"209.222.252.39",18958,6,1639426538546513,218,73588,11,278,"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Mining"
"10.0.0.69",8333,"209.222.252.19",30305,6,1639426538549751,219,72468,17,433,"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Mining"
"10.0.0.69",8333,"185.220.101.39",1088,6,1639426545241517,0,0,0,0,"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Mining"
"10.0.0.69",8333,"185.220.101.11",11248,6,1639426555501071,23,4024,7,1463,"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Mining"
"10.0.0.69",8333,"193.196.36.235",47140,6,1639426560867367,10,476,2,155,"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Mining"
"10.0.0.69",8333,"165.22.0.113",40762,6,1639426585365610,687,148827,263,56391,"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Mining"
"10.0.0.69",8333,"3.83.255.253",60506,6,1639426593239526,40,1870,36,1783,"Unknown","Amazon","Unknown","Unknown","Amazon","Unknown","Mining"
"10.0.0.69",8333,"178.17.174.164",53732,6,1639426618541937,16,1412,3,174,"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Mining"
"10.0.0.69",8333,"195.37.209.62",39337,6,1639426621144902,0,0,0,0,"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Mining"
"10.0.0.69",8333,"188.166.69.73",22957,6,1639426665315664,14,359,4,213,"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Mining"
"10.0.0.69",8333,"174.138.20.186",53774,6,1639426670029361,16,1412,4,174,"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Mining"
"10.0.0.69",8333,"85.155.52.49",51330,6,1639426674755370,3,150,2,126,"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Mining"
"10.0.0.69",8333,"3.145.3.253",40343,6,1639426678475895,36,30386,4,231,"Unknown","Amazon","Unknown","Unknown","Amazon","Unknown","Mining"
"10.0.0.69",8333,"37.59.44.143",50698,6,1639426679909099,11,507,2,154,"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Mining"
"10.0.0.69",8333,"221.213.75.113",59532,6,1639426681246319,8,780,1,126,"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Mining"
"10.0.0.69",8333,"113.128.168.111",40976,6,1639426681969670,62,36419,3,174,"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Mining"
"10.0.0.69",8333,"52.80.165.184",41471,6,1639426721614898,39,30657,4,231,"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Mining"
"10.0.0.69",8333,"195.37.209.62",57576,6,1639426741431328,0,0,0,0,"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Mining"
"10.0.0.69",8333,"94.237.44.67",64067,6,1639426754478768,36,30386,4,239,"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Mining"
"10.0.0.69",8333,"13.125.43.217",21735,6,1639426775873620,13,499,6,219,"Unknown","Amazon","Unknown","Unknown","Amazon","Unknown","Mining"
"10.0.0.69",8333,"91.198.115.10",2609,6,1639426797580745,3,150,2,126,"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Mining"
"10.0.0.69",8333,"91.198.115.10",58709,6,1639426797618281,293,121228,17,363,"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Mining"
"10.0.0.69",8333,"88.99.167.175",48007,6,1639426811402159,36,30386,4,231,"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Mining"
"10.0.0.69",8333,"2.49.105.117",49622,6,1639426818420426,16,1412,4,174,"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Mining"
"10.0.0.69",8333,"113.89.151.253",11565,6,1639426818967730,300,118786,45,1061,"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Mining"
"10.0.0.69",8333,"13.239.0.31",52372,6,1639426841289601,269,72705,112,36004,"Unknown","Amazon","Unknown","Unknown","Amazon","Unknown","Mining"
"10.0.0.69",8333,"80.194.62.218",53552,6,1639426849284065,8,421,2,154,"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Mining"
"10.0.0.69",8333,"103.99.170.211",16289,6,1639426853450865,435,599278,5,352,"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Mining"
"10.0.0.69",8333,"185.217.69.136",63009,6,1639426860267261,1606,438154,479,64382,"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Mining"
"10.0.0.69",8333,"178.188.0.26",48366,6,1639426861191209,17,607,7,895,"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Mining"
"10.0.0.69",8333,"195.37.209.62",18474,6,1639426861715219,0,0,0,0,"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Mining"
"10.0.0.69",8333,"146.185.139.235",48732,6,1639426879200930,42,31503,6,278,"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Mining"
"10.0.0.69",8333,"194.180.110.11",40225,6,1639426880875810,17,630,4,231,"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Mining"
"10.0.0.69",8333,"185.220.101.55",3976,6,1639426881729100,0,0,0,0,"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Mining"
"10.0.0.69",8333,"91.219.236.197",42444,6,1639426891197607,23,4203,5,1463,"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Mining"
"10.0.0.69",8333,"210.32.147.114",50179,6,1639426894130236,43,30585,4,231,"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Mining"
"10.0.0.69",8333,"3.145.3.253",31259,6,1639426908281701,17,678,4,231,"Unknown","Amazon","Unknown","Unknown","Amazon","Unknown","Mining"
"10.0.0.69",8333,"52.80.165.184",56567,6,1639426912335585,17,711,4,231,"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Mining"
"10.0.0.69",8333,"71.192.13.46",35786,6,1639426917784322,753,239810,32,9659,"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Mining"
"10.0.0.69",8333,"8.210.214.87",60472,6,1639426939822388,368,90144,386,66216,"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Mining"
"10.0.0.69",8333,"13.125.43.217",32081,6,1639426945034603,13,507,6,219,"Unknown","Amazon","Unknown","Unknown","Amazon","Unknown","Mining"
"10.0.0.69",8333,"3.35.196.141",49008,6,1639426974114914,496,68191,885,198442,"Unknown","Amazon","Unknown","Unknown","Amazon","Unknown","Mining"
"10.0.0.69",8333,"195.37.209.62",24433,6,1639426981001984,0,0,0,0,"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Mining"
"10.0.0.69",8333,"188.166.69.73",44051,6,1639426992669399,14,359,4,213,"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Mining"
